#step: creations deletions netto
71400: 0 0 0
71500: 0 0 0
71600: 0 0 0
71700: 0 0 0
71800: 1 0 1
71900: 0 0 0
72000: 2 0 2
72100: 1 0 1
72200: 2 0 2
72300: 2 0 2
72400: 7 0 7
72500: 8 0 8
72600: 6 0 6
72700: 18 0 18
72800: 17 0 17
72900: 21 0 21
73000: 30 0 30
73100: 59 0 59
73200: 65 0 65
73300: 84 0 84
73400: 106 0 106
73500: 119 0 119
73600: 171 0 171
73700: 205 0 205
73800: 214 0 214
73900: 278 0 278
74000: 344 0 344
74100: 397 0 397
74200: 476 0 476
74300: 508 0 508
74400: 563 0 563
74500: 617 0 617
74600: 732 0 732
74700: 795 0 795
74800: 864 0 864
74900: 1016 0 1016
75000: 1001 0 1001
75100: 1067 0 1067
75200: 1123 0 1123
75300: 1162 0 1162
75400: 1265 0 1265
75500: 1333 0 1333
75600: 1387 0 1387
75700: 1397 0 1397
75800: 1420 0 1420
75900: 1413 0 1413
76000: 1500 0 1500
76100: 1439 0 1439
76200: 1446 0 1446
76300: 1487 0 1487
76400: 1380 0 1380
76500: 1369 0 1369
76600: 1295 0 1295
76700: 1345 0 1345
76800: 1283 0 1283
76900: 1197 0 1197
77000: 1221 0 1221
77100: 1172 0 1172
77200: 1098 0 1098
77300: 1035 0 1035
77400: 1019 0 1019
77500: 908 0 908
77600: 865 0 865
77700: 775 0 775
77800: 712 0 712
77900: 712 0 712
78000: 686 0 686
78100: 578 0 578
78200: 555 0 555
78300: 447 0 447
78400: 442 0 442
78500: 383 0 383
78600: 361 0 361
78700: 314 0 314
78800: 324 0 324
78900: 266 0 266
79000: 252 0 252
79100: 202 0 202
79200: 218 0 218
79300: 144 0 144
79400: 163 0 163
79500: 136 0 136
79600: 131 0 131
79700: 113 0 113
79800: 87 0 87
79900: 76 0 76
80000: 84 0 84
80100: 70 0 70
80200: 61 0 61
80300: 51 0 51
80400: 39 0 39
80500: 35 0 35
80600: 33 0 33
80700: 30 0 30
80800: 24 0 24
80900: 22 0 22
81000: 20 0 20
81100: 15 0 15
81200: 9 0 9
81300: 14 0 14
81400: 11 0 11
81500: 7 0 7
81600: 8 0 8
81700: 3 0 3
81800: 4 0 4
81900: 4 0 4
82000: 1 0 1
82100: 2 0 2
82200: 4 0 4
82300: 3 0 3
82400: 1 0 1
82500: 2 0 2
82600: 2 0 2
82700: 2 0 2
82800: 1 0 1
82900: 1 0 1
83000: 0 0 0
83100: 2 0 2
83200: 2 0 2
83300: 6 0 6
83400: 6 0 6
83500: 5 0 5
83600: 3 0 3
83700: 9 0 9
83800: 8 0 8
83900: 20 0 20
84000: 17 0 17
84100: 21 0 21
84200: 18 0 18
84300: 35 0 35
84400: 37 0 37
84500: 43 0 43
84600: 44 0 44
84700: 48 0 48
84800: 60 0 60
84900: 93 0 93
85000: 86 0 86
85100: 123 0 123
85200: 123 0 123
85300: 129 0 129
85400: 140 0 140
85500: 168 0 168
85600: 192 0 192
85700: 196 0 196
85800: 196 0 196
85900: 257 0 257
86000: 276 0 276
86100: 284 0 284
86200: 359 0 359
86300: 308 0 308
86400: 364 0 364
86500: 368 0 368
86600: 418 0 418
86700: 427 0 427
86800: 464 0 464
86900: 523 0 523
87000: 484 0 484
87100: 523 0 523
87200: 546 0 546
87300: 624 0 624
87400: 611 0 611
87500: 645 0 645
87600: 705 0 705
87700: 733 0 733
87800: 731 0 731
87900: 723 0 723
88000: 749 0 749
88100: 734 0 734
88200: 731 0 731
88300: 770 0 770
88400: 853 0 853
88500: 820 0 820
88600: 798 0 798
88700: 886 0 886
88800: 910 0 910
88900: 854 0 854
89000: 912 0 912
89100: 838 0 838
89200: 872 0 872
89300: 903 0 903
89400: 849 0 849
89500: 844 0 844
89600: 914 0 914
89700: 857 0 857
89800: 807 0 807
89900: 805 0 805
90000: 842 0 842
90100: 823 0 823
90200: 788 0 788
90300: 747 0 747
90400: 758 0 758
90500: 742 0 742
90600: 712 0 712
90700: 761 0 761
90800: 721 0 721
90900: 712 0 712
91000: 640 0 640
91100: 612 0 612
91200: 581 0 581
91300: 589 0 589
91400: 572 0 572
91500: 530 0 530
91600: 514 0 514
91700: 480 0 480
91800: 456 0 456
91900: 408 0 408
92000: 409 0 409
92100: 388 0 388
92200: 352 0 352
92300: 345 0 345
92400: 316 0 316
92500: 263 0 263
92600: 246 0 246
92700: 223 0 223
92800: 231 0 231
92900: 204 0 204
93000: 189 0 189
93100: 174 0 174
93200: 206 0 206
93300: 188 0 188
93400: 192 0 192
93500: 180 0 180
93600: 169 0 169
93700: 182 0 182
93800: 151 0 151
93900: 138 0 138
94000: 162 0 162
94100: 131 0 131
94200: 158 0 158
94300: 136 0 136
94400: 120 0 120
94500: 134 0 134
94600: 111 0 111
94700: 102 0 102
94800: 116 0 116
94900: 107 0 107
95000: 108 0 108
95100: 103 0 103
95200: 71 0 71
95300: 83 0 83
95400: 81 0 81
95500: 90 0 90
95600: 78 0 78
95700: 91 0 91
95800: 65 0 65
95900: 60 0 60
96000: 80 0 80
96100: 70 0 70
96200: 63 0 63
96300: 65 0 65
96400: 59 0 59
96500: 51 0 51
96600: 43 0 43
96700: 50 0 50
96800: 53 0 53
96900: 44 0 44
97000: 32 0 32
97100: 39 0 39
97200: 34 0 34
97300: 38 0 38
97400: 38 0 38
97500: 39 0 39
97600: 37 0 37
97700: 32 0 32
97800: 26 0 26
97900: 27 0 27
98000: 25 0 25
98100: 25 0 25
98200: 18 0 18
98300: 15 0 15
98400: 21 0 21
98500: 16 0 16
98600: 22 0 22
98700: 20 0 20
98800: 25 0 25
98900: 18 0 18
99000: 14 0 14
99100: 18 0 18
99200: 16 0 16
99300: 11 0 11
99400: 11 0 11
99500: 17 0 17
99600: 16 0 16
99700: 17 0 17
99800: 8 0 8
99900: 12 0 12
100000: 10 0 10
100100: 8 0 8
100200: 9 0 9
100300: 14 0 14
100400: 6 0 6
100500: 4 0 4
100600: 9 0 9
100700: 9 0 9
100800: 7 0 7
100900: 10 0 10
101000: 7 0 7
101100: 6 0 6
101200: 5 0 5
101300: 10 0 10
101400: 7 0 7
101500: 7 0 7
101600: 6 0 6
101700: 11 0 11
101800: 5 0 5
101900: 5 0 5
102000: 6 0 6
102100: 9 0 9
102200: 7 0 7
102300: 6 0 6
102400: 7 0 7
102500: 9 0 9
102600: 8 0 8
102700: 2 0 2
102800: 4 0 4
102900: 11 0 11
103000: 11 0 11
103100: 3 0 3
103200: 8 0 8
103300: 10 0 10
103400: 7 0 7
103500: 8 0 8
103600: 12 0 12
103700: 13 0 13
103800: 9 0 9
103900: 7 0 7
104000: 4 0 4
104100: 9 0 9
104200: 14 0 14
104300: 13 0 13
104400: 18 0 18
104500: 17 0 17
104600: 23 0 23
104700: 11 0 11
104800: 19 0 19
104900: 12 0 12
105000: 15 0 15
105100: 19 0 19
105200: 21 0 21
105300: 18 0 18
105400: 14 0 14
105500: 11 0 11
105600: 21 0 21
105700: 18 0 18
105800: 13 0 13
105900: 22 0 22
106000: 16 0 16
106100: 12 0 12
106200: 15 0 15
106300: 12 0 12
106400: 15 0 15
106500: 16 0 16
106600: 27 0 27
106700: 30 0 30
106800: 11 0 11
106900: 29 0 29
107000: 25 0 25
107100: 24 0 24
107200: 16 0 16
107300: 26 0 26
107400: 26 0 26
107500: 33 0 33
107600: 32 0 32
107700: 19 0 19
107800: 15 0 15
107900: 27 0 27
108000: 26 0 26
108100: 23 0 23
108200: 29 0 29
108300: 37 0 37
108400: 28 0 28
108500: 28 0 28
108600: 30 0 30
108700: 35 0 35
108800: 39 0 39
108900: 32 0 32
109000: 31 0 31
109100: 28 0 28
109200: 29 0 29
109300: 19 0 19
109400: 49 0 49
109500: 29 0 29
109600: 39 0 39
109700: 32 0 32
109800: 31 0 31
109900: 35 0 35
110000: 44 0 44
110100: 40 0 40
110200: 42 0 42
110300: 31 0 31
110400: 43 0 43
110500: 37 0 37
110600: 27 0 27
110700: 35 0 35
110800: 43 0 43
110900: 40 0 40
111000: 46 0 46
111100: 43 0 43
111200: 49 0 49
111300: 35 0 35
111400: 57 0 57
111500: 48 0 48
111600: 62 0 62
111700: 50 0 50
111800: 53 0 53
111900: 43 0 43
112000: 43 0 43
112100: 58 0 58
112200: 64 0 64
112300: 49 0 49
112400: 35 0 35
112500: 62 0 62
112600: 57 0 57
112700: 55 0 55
112800: 70 0 70
112900: 60 0 60
113000: 61 0 61
113100: 64 0 64
113200: 59 0 59
113300: 61 0 61
113400: 52 0 52
113500: 79 0 79
113600: 76 0 76
113700: 72 0 72
113800: 66 0 66
113900: 67 0 67
114000: 86 0 86
114100: 55 0 55
114200: 77 0 77
114300: 74 0 74
114400: 77 0 77
114500: 72 0 72
114600: 82 0 82
114700: 80 0 80
114800: 93 0 93
114900: 86 0 86
115000: 64 0 64
115100: 77 0 77
115200: 69 0 69
115300: 81 0 81
115400: 80 0 80
115500: 77 0 77
115600: 79 0 79
115700: 103 0 103
115800: 93 0 93
115900: 73 0 73
116000: 92 0 92
116100: 88 0 88
116200: 93 0 93
116300: 106 0 106
116400: 95 0 95
116500: 86 0 86
116600: 90 0 90
116700: 80 0 80
116800: 99 0 99
116900: 95 0 95
117000: 84 0 84
117100: 101 0 101
117200: 85 0 85
117300: 75 0 75
117400: 94 0 94
117500: 99 0 99
117600: 97 0 97
117700: 89 0 89
117800: 115 0 115
117900: 104 0 104
118000: 96 0 96
118100: 109 0 109
118200: 104 0 104
118300: 116 0 116
118400: 116 0 116
118500: 105 0 105
118600: 123 0 123
118700: 113 0 113
118800: 129 0 129
118900: 126 0 126
119000: 123 0 123
119100: 120 0 120
119200: 122 0 122
119300: 128 0 128
119400: 109 0 109
119500: 117 0 117
119600: 125 0 125
119700: 115 0 115
119800: 123 0 123
119900: 133 0 133
120000: 127 0 127
120100: 115 0 115
120200: 118 0 118
120300: 137 0 137
120400: 141 0 141
120500: 154 0 154
120600: 145 0 145
120700: 133 0 133
120800: 147 0 147
120900: 153 0 153
121000: 141 0 141
121100: 146 0 146
121200: 119 0 119
121300: 135 0 135
121400: 167 0 167
121500: 115 0 115
121600: 159 0 159
121700: 146 0 146
121800: 149 0 149
121900: 165 0 165
122000: 143 0 143
122100: 139 0 139
122200: 160 0 160
122300: 139 0 139
122400: 165 0 165
122500: 154 0 154
122600: 159 0 159
122700: 155 0 155
122800: 156 0 156
122900: 162 0 162
123000: 164 0 164
123100: 178 0 178
123200: 167 0 167
123300: 186 0 186
123400: 189 0 189
123500: 161 0 161
123600: 188 0 188
123700: 202 0 202
123800: 195 0 195
123900: 187 0 187
124000: 208 0 208
124100: 198 0 198
124200: 176 0 176
124300: 161 0 161
124400: 174 0 174
124500: 180 0 180
124600: 194 0 194
124700: 191 0 191
124800: 210 0 210
124900: 237 0 237
125000: 199 0 199
125100: 196 0 196
125200: 211 0 211
125300: 225 0 225
125400: 225 0 225
125500: 192 0 192
125600: 206 0 206
125700: 194 0 194
125800: 216 0 216
125900: 219 0 219
126000: 206 0 206
126100: 217 0 217
126200: 192 0 192
126300: 211 0 211
126400: 196 0 196
126500: 248 0 248
126600: 219 0 219
126700: 228 0 228
126800: 231 0 231
126900: 236 0 236
127000: 243 0 243
127100: 245 0 245
127200: 246 0 246
127300: 240 0 240
127400: 246 0 246
127500: 279 0 279
127600: 223 0 223
127700: 234 0 234
127800: 274 0 274
127900: 254 0 254
128000: 262 0 262
128100: 249 0 249
128200: 254 0 254
128300: 275 0 275
128400: 236 0 236
128500: 265 0 265
128600: 257 0 257
128700: 261 0 261
128800: 257 0 257
128900: 259 0 259
129000: 259 0 259
129100: 260 0 260
129200: 252 0 252
129300: 273 0 273
129400: 231 0 231
129500: 292 0 292
129600: 278 0 278
129700: 256 0 256
129800: 273 0 273
129900: 269 0 269
130000: 262 0 262
130100: 278 0 278
130200: 248 0 248
130300: 282 0 282
130400: 248 0 248
130500: 293 0 293
130600: 249 0 249
130700: 287 0 287
130800: 286 0 286
130900: 275 0 275
131000: 245 0 245
131100: 283 0 283
131200: 260 0 260
131300: 280 0 280
131400: 281 0 281
131500: 260 0 260
131600: 246 0 246
131700: 277 0 277
131800: 300 0 300
131900: 265 0 265
132000: 276 0 276
132100: 247 0 247
132200: 254 0 254
132300: 261 0 261
132400: 284 0 284
132500: 254 0 254
132600: 294 0 294
132700: 284 0 284
132800: 273 0 273
132900: 263 0 263
133000: 253 0 253
133100: 221 0 221
133200: 257 0 257
133300: 242 0 242
133400: 255 0 255
133500: 240 0 240
133600: 246 0 246
133700: 231 0 231
133800: 229 0 229
133900: 221 0 221
134000: 211 0 211
134100: 240 0 240
134200: 233 0 233
134300: 218 0 218
134400: 193 0 193
134500: 212 0 212
134600: 226 0 226
134700: 232 0 232
134800: 227 0 227
134900: 212 0 212
135000: 208 0 208
135100: 194 0 194
135200: 222 0 222
135300: 224 0 224
135400: 198 0 198
135500: 173 0 173
135600: 214 0 214
135700: 207 0 207
135800: 178 0 178
135900: 184 0 184
136000: 178 0 178
136100: 171 0 171
136200: 174 0 174
136300: 165 0 165
136400: 158 0 158
136500: 144 0 144
136600: 154 0 154
136700: 155 0 155
136800: 155 0 155
136900: 125 0 125
137000: 141 0 141
137100: 144 0 144
137200: 123 0 123
137300: 120 0 120
137400: 121 0 121
