#step: creations deletions netto
71200: 135 123 12
71300: 129 99 30
71400: 129 130 -1
71500: 119 112 7
71600: 133 123 10
71700: 134 124 10
71800: 126 120 6
71900: 128 98 30
72000: 128 112 16
72100: 121 123 -2
72200: 145 142 3
72300: 137 126 11
72400: 139 113 26
72500: 121 116 5
72600: 118 111 7
72700: 123 121 2
72800: 108 95 13
72900: 117 109 8
73000: 112 107 5
73100: 137 124 13
73200: 123 104 19
73300: 117 93 24
73400: 128 114 14
73500: 135 96 39
73600: 118 98 20
73700: 116 96 20
73800: 109 82 27
73900: 111 98 13
74000: 119 97 22
74100: 118 102 16
74200: 112 79 33
74300: 108 81 27
74400: 117 80 37
74500: 101 90 11
74600: 122 107 15
74700: 125 90 35
74800: 126 102 24
74900: 122 92 30
75000: 117 95 22
75100: 112 103 9
75200: 132 104 28
75300: 110 84 26
75400: 110 89 21
75500: 134 120 14
75600: 106 75 31
75700: 122 101 21
75800: 114 97 17
75900: 124 98 26
76000: 121 91 30
76100: 110 100 10
76200: 112 108 4
76300: 117 100 17
76400: 114 105 9
76500: 111 97 14
76600: 105 104 1
76700: 117 97 20
76800: 113 90 23
76900: 107 115 -8
77000: 112 101 11
77100: 109 90 19
77200: 117 107 10
77300: 123 101 22
77400: 121 102 19
77500: 96 98 -2
77600: 114 128 -14
77700: 105 98 7
77800: 110 110 0
77900: 114 103 11
78000: 114 104 10
78100: 97 80 17
78200: 105 114 -9
78300: 110 100 10
78400: 107 117 -10
78500: 115 123 -8
78600: 109 100 9
78700: 111 97 14
78800: 111 110 1
78900: 99 107 -8
79000: 112 107 5
79100: 122 113 9
79200: 113 122 -9
79300: 113 103 10
79400: 113 95 18
79500: 114 102 12
79600: 118 109 9
79700: 117 106 11
79800: 112 95 17
79900: 109 101 8
80000: 112 103 9
80100: 109 103 6
80200: 106 111 -5
80300: 103 115 -12
80400: 101 110 -9
80500: 107 102 5
80600: 107 102 5
80700: 125 126 -1
80800: 115 115 0
80900: 123 125 -2
81000: 109 106 3
81100: 103 106 -3
81200: 103 97 6
81300: 91 95 -4
81400: 87 95 -8
81500: 102 107 -5
81600: 98 114 -16
81700: 119 127 -8
81800: 116 118 -2
81900: 120 114 6
82000: 103 105 -2
82100: 103 97 6
82200: 106 128 -22
82300: 110 113 -3
82400: 105 104 1
82500: 98 115 -17
82600: 116 130 -14
82700: 130 115 15
82800: 109 102 7
82900: 92 106 -14
83000: 107 114 -7
83100: 121 125 -4
83200: 106 109 -3
83300: 110 113 -3
83400: 111 126 -15
83500: 108 124 -16
83600: 107 131 -24
83700: 115 126 -11
83800: 106 103 3
83900: 100 120 -20
84000: 112 115 -3
84100: 113 124 -11
84200: 103 115 -12
84300: 101 119 -18
84400: 113 111 2
84500: 110 102 8
84600: 100 119 -19
84700: 117 122 -5
84800: 120 141 -21
84900: 104 121 -17
85000: 129 115 14
85100: 112 111 1
85200: 108 113 -5
85300: 115 104 11
85400: 110 102 8
85500: 109 99 10
85600: 101 113 -12
85700: 105 102 3
85800: 94 115 -21
85900: 101 106 -5
86000: 101 117 -16
86100: 106 138 -32
86200: 110 127 -17
86300: 107 114 -7
86400: 104 119 -15
86500: 106 105 1
86600: 107 121 -14
86700: 105 103 2
86800: 99 108 -9
86900: 111 96 15
87000: 91 87 4
87100: 97 90 7
87200: 104 117 -13
87300: 101 99 2
87400: 103 117 -14
87500: 109 116 -7
87600: 93 91 2
87700: 107 124 -17
87800: 119 123 -4
87900: 105 122 -17
88000: 120 129 -9
88100: 115 122 -7
88200: 107 125 -18
88300: 106 121 -15
88400: 120 113 7
88500: 109 113 -4
88600: 108 124 -16
88700: 123 138 -15
88800: 111 124 -13
88900: 113 128 -15
89000: 110 119 -9
89100: 111 110 1
89200: 114 112 2
89300: 105 124 -19
89400: 110 105 5
89500: 102 101 1
89600: 99 109 -10
89700: 103 115 -12
89800: 103 112 -9
89900: 110 131 -21
90000: 126 123 3
90100: 115 126 -11
90200: 107 110 -3
90300: 86 102 -16
90400: 120 102 18
90500: 94 103 -9
90600: 109 128 -19
90700: 107 125 -18
90800: 106 107 -1
90900: 122 139 -17
91000: 118 119 -1
91100: 118 121 -3
91200: 102 108 -6
91300: 116 107 9
91400: 103 112 -9
91500: 108 131 -23
91600: 106 109 -3
91700: 93 98 -5
91800: 113 113 0
91900: 118 116 2
92000: 98 103 -5
92100: 94 129 -35
92200: 102 107 -5
92300: 99 122 -23
92400: 101 100 1
92500: 113 134 -21
92600: 113 130 -17
92700: 107 123 -16
92800: 106 133 -27
92900: 121 123 -2
93000: 124 119 5
93100: 108 118 -10
93200: 94 112 -18
93300: 122 137 -15
93400: 111 135 -24
93500: 105 110 -5
93600: 107 116 -9
93700: 110 105 5
93800: 93 116 -23
93900: 90 114 -24
94000: 112 114 -2
94100: 112 111 1
94200: 102 110 -8
94300: 87 107 -20
94400: 96 108 -12
94500: 109 119 -10
94600: 110 120 -10
94700: 111 105 6
94800: 112 109 3
94900: 109 114 -5
95000: 115 119 -4
95100: 114 120 -6
95200: 113 125 -12
95300: 115 105 10
95400: 120 116 4
95500: 103 117 -14
95600: 102 86 16
95700: 102 114 -12
95800: 112 92 20
95900: 100 96 4
96000: 104 107 -3
96100: 107 121 -14
96200: 106 113 -7
96300: 108 125 -17
96400: 101 129 -28
96500: 130 119 11
96600: 112 100 12
96700: 95 106 -11
96800: 106 112 -6
96900: 96 120 -24
97000: 98 102 -4
97100: 93 111 -18
97200: 99 121 -22
97300: 118 106 12
97400: 101 109 -8
97500: 102 117 -15
97600: 127 114 13
97700: 92 111 -19
97800: 116 112 4
97900: 114 117 -3
98000: 99 125 -26
98100: 124 143 -19
98200: 114 126 -12
98300: 120 131 -11
98400: 104 106 -2
98500: 106 117 -11
98600: 117 118 -1
98700: 112 124 -12
98800: 121 107 14
98900: 108 114 -6
99000: 97 98 -1
99100: 115 108 7
99200: 111 131 -20
99300: 125 135 -10
99400: 101 132 -31
99500: 117 127 -10
99600: 131 140 -9
99700: 115 114 1
99800: 113 109 4
99900: 105 104 1
100000: 18444 59 18385
100100: 3541 79 3462
100200: 1005 94 911
100300: 350 100 250
100400: 178 94 84
100500: 129 104 25
100600: 121 87 34
100700: 98 98 0
100800: 98 102 -4
100900: 113 101 12
101000: 109 89 20
101100: 105 90 15
101200: 96 102 -6
101300: 115 100 15
101400: 108 74 34
101500: 100 101 -1
101600: 100 81 19
101700: 110 89 21
101800: 104 89 15
101900: 93 82 11
102000: 96 94 2
102100: 112 108 4
102200: 111 106 5
102300: 112 104 8
102400: 115 89 26
102500: 88 83 5
102600: 98 95 3
102700: 114 77 37
102800: 109 102 7
102900: 95 83 12
103000: 94 92 2
103100: 101 80 21
103200: 83 75 8
103300: 106 91 15
103400: 113 101 12
103500: 107 93 14
103600: 104 93 11
103700: 90 89 1
103800: 100 95 5
103900: 97 89 8
104000: 116 112 4
104100: 107 88 19
104200: 98 96 2
104300: 93 76 17
104400: 97 95 2
104500: 112 93 19
104600: 97 89 8
104700: 110 95 15
104800: 108 100 8
104900: 114 97 17
105000: 95 97 -2
105100: 126 114 12
105200: 110 101 9
105300: 105 104 1
105400: 106 123 -17
105500: 119 94 25
105600: 119 116 3
105700: 106 94 12
105800: 123 100 23
105900: 106 92 14
106000: 102 94 8
106100: 96 105 -9
106200: 97 98 -1
106300: 118 111 7
106400: 104 91 13
106500: 96 95 1
106600: 96 84 12
106700: 98 76 22
106800: 95 98 -3
106900: 96 96 0
107000: 97 89 8
107100: 97 106 -9
107200: 121 112 9
107300: 113 96 17
107400: 108 103 5
107500: 91 94 -3
107600: 111 115 -4
107700: 95 116 -21
107800: 113 117 -4
107900: 116 113 3
108000: 112 97 15
108100: 100 107 -7
108200: 101 95 6
108300: 107 100 7
108400: 103 101 2
108500: 101 96 5
108600: 95 102 -7
108700: 99 89 10
108800: 93 94 -1
108900: 105 88 17
109000: 99 91 8
109100: 100 92 8
109200: 96 78 18
109300: 90 85 5
109400: 96 96 0
109500: 102 106 -4
109600: 112 95 17
109700: 99 86 13
109800: 80 81 -1
109900: 85 88 -3
110000: 104 85 19
110100: 86 103 -17
110200: 96 93 3
110300: 105 111 -6
110400: 109 97 12
110500: 107 97 10
110600: 92 86 6
110700: 95 98 -3
110800: 105 105 0
110900: 113 91 22
111000: 82 68 14
111100: 92 81 11
111200: 102 99 3
111300: 92 90 2
111400: 80 73 7
111500: 92 102 -10
111600: 88 93 -5
111700: 98 81 17
111800: 103 103 0
111900: 85 76 9
112000: 100 90 10
112100: 96 86 10
112200: 89 89 0
112300: 99 88 11
112400: 88 88 0
112500: 91 86 5
112600: 87 88 -1
112700: 98 96 2
112800: 95 98 -3
112900: 104 109 -5
113000: 103 100 3
113100: 97 101 -4
113200: 88 96 -8
113300: 103 82 21
113400: 101 90 11
113500: 84 83 1
113600: 84 75 9
113700: 97 87 10
113800: 88 99 -11
113900: 97 95 2
114000: 97 108 -11
114100: 106 96 10
114200: 97 78 19
114300: 85 95 -10
114400: 84 84 0
114500: 99 90 9
114600: 103 85 18
114700: 79 95 -16
114800: 88 95 -7
114900: 96 79 17
115000: 98 81 17
115100: 99 89 10
115200: 102 82 20
115300: 99 91 8
115400: 78 94 -16
115500: 98 103 -5
115600: 99 103 -4
115700: 100 85 15
115800: 89 93 -4
115900: 103 81 22
116000: 90 84 6
116100: 105 90 15
116200: 99 102 -3
116300: 102 92 10
116400: 83 75 8
116500: 85 102 -17
116600: 92 93 -1
116700: 105 125 -20
116800: 81 88 -7
116900: 104 98 6
117000: 94 82 12
117100: 90 82 8
117200: 97 89 8
117300: 92 96 -4
117400: 98 98 0
117500: 85 101 -16
117600: 90 94 -4
117700: 95 86 9
117800: 96 104 -8
117900: 93 106 -13
118000: 83 94 -11
118100: 92 86 6
118200: 93 97 -4
118300: 88 93 -5
118400: 92 91 1
118500: 87 100 -13
118600: 101 118 -17
118700: 80 84 -4
118800: 99 99 0
118900: 95 93 2
119000: 95 92 3
119100: 91 91 0
119200: 81 85 -4
119300: 95 95 0
119400: 92 79 13
119500: 90 104 -14
119600: 84 90 -6
119700: 93 105 -12
119800: 87 86 1
119900: 93 96 -3
120000: 104 107 -3
120100: 90 98 -8
120200: 105 105 0
120300: 86 101 -15
120400: 90 96 -6
120500: 101 107 -6
120600: 93 102 -9
120700: 92 103 -11
120800: 91 95 -4
120900: 98 96 2
121000: 86 104 -18
121100: 97 86 11
121200: 85 88 -3
121300: 92 83 9
121400: 97 94 3
121500: 95 88 7
121600: 90 101 -11
121700: 93 95 -2
121800: 88 89 -1
121900: 94 100 -6
122000: 122 116 6
122100: 92 95 -3
122200: 98 96 2
122300: 69 86 -17
122400: 94 97 -3
122500: 92 95 -3
122600: 96 97 -1
122700: 92 106 -14
122800: 74 97 -23
122900: 105 115 -10
123000: 103 105 -2
123100: 91 93 -2
123200: 88 91 -3
123300: 97 102 -5
123400: 92 80 12
123500: 86 95 -9
123600: 88 86 2
123700: 113 103 10
123800: 90 99 -9
123900: 85 100 -15
124000: 95 105 -10
124100: 105 105 0
124200: 80 93 -13
124300: 101 95 6
124400: 99 92 7
124500: 79 82 -3
124600: 101 96 5
124700: 95 91 4
124800: 94 95 -1
124900: 82 101 -19
125000: 86 96 -10
125100: 97 98 -1
125200: 92 84 8
125300: 98 91 7
125400: 77 77 0
125500: 100 97 3
125600: 99 103 -4
125700: 91 99 -8
125800: 107 98 9
125900: 86 93 -7
126000: 76 95 -19
126100: 99 101 -2
126200: 102 108 -6
126300: 105 105 0
126400: 85 106 -21
126500: 88 96 -8
126600: 94 105 -11
126700: 106 107 -1
126800: 98 93 5
126900: 82 91 -9
127000: 96 100 -4
127100: 98 92 6
127200: 88 95 -7
127300: 79 86 -7
127400: 89 86 3
127500: 79 91 -12
127600: 93 89 4
127700: 102 94 8
127800: 101 92 9
127900: 86 78 8
128000: 87 103 -16
128100: 91 92 -1
128200: 98 86 12
128300: 100 100 0
128400: 88 87 1
128500: 92 93 -1
128600: 100 99 1
128700: 86 91 -5
128800: 82 86 -4
128900: 84 84 0
129000: 91 95 -4
129100: 89 95 -6
129200: 90 89 1
129300: 92 70 22
129400: 93 84 9
129500: 72 83 -11
129600: 82 91 -9
129700: 96 115 -19
129800: 86 82 4
129900: 96 118 -22
130000: 89 92 -3
130100: 97 84 13
130200: 111 95 16
130300: 74 98 -24
130400: 84 84 0
130500: 96 93 3
130600: 101 98 3
130700: 88 82 6
130800: 90 80 10
130900: 79 95 -16
131000: 103 92 11
131100: 81 87 -6
131200: 89 80 9
131300: 86 85 1
131400: 98 82 16
131500: 76 85 -9
131600: 86 88 -2
131700: 75 74 1
131800: 95 96 -1
131900: 96 90 6
132000: 74 84 -10
132100: 92 87 5
132200: 80 78 2
132300: 103 114 -11
132400: 67 81 -14
132500: 100 107 -7
132600: 107 113 -6
132700: 80 85 -5
132800: 80 67 13
132900: 96 90 6
133000: 86 81 5
133100: 89 72 17
133200: 72 77 -5
133300: 93 92 1
133400: 85 79 6
133500: 87 84 3
133600: 109 93 16
133700: 79 88 -9
133800: 80 82 -2
133900: 79 90 -11
134000: 86 77 9
134100: 91 103 -12
134200: 84 77 7
134300: 77 96 -19
134400: 77 69 8
134500: 85 91 -6
134600: 91 92 -1
134700: 80 89 -9
134800: 81 76 5
134900: 84 93 -9
135000: 88 97 -9
135100: 101 84 17
135200: 75 76 -1
135300: 93 112 -19
135400: 86 79 7
135500: 80 84 -4
135600: 73 68 5
135700: 98 84 14
135800: 84 80 4
135900: 76 74 2
136000: 81 82 -1
136100: 82 75 7
136200: 81 84 -3
136300: 81 80 1
136400: 92 80 12
136500: 89 92 -3
136600: 81 85 -4
136700: 82 88 -6
136800: 93 76 17
136900: 87 88 -1
137000: 84 83 1
137100: 85 86 -1
137200: 69 93 -24
137300: 65 75 -10
137400: 67 72 -5
137500: 71 82 -11
137600: 88 90 -2
137700: 95 85 10
137800: 82 82 0
137900: 76 77 -1
138000: 82 93 -11
138100: 86 87 -1
138200: 89 90 -1
138300: 99 83 16
138400: 93 102 -9
138500: 78 81 -3
138600: 85 81 4
138700: 93 102 -9
138800: 74 67 7
138900: 98 104 -6
139000: 79 74 5
139100: 80 90 -10
139200: 62 80 -18
139300: 73 77 -4
139400: 90 107 -17
139500: 75 93 -18
139600: 73 75 -2
139700: 98 101 -3
139800: 74 80 -6
139900: 79 87 -8
140000: 68 82 -14
140100: 72 84 -12
140200: 80 95 -15
140300: 91 102 -11
140400: 93 77 16
140500: 92 97 -5
140600: 72 71 1
140700: 75 79 -4
140800: 77 84 -7
140900: 76 86 -10
141000: 82 90 -8
141100: 92 82 10
141200: 83 98 -15
141300: 84 81 3
141400: 72 78 -6
141500: 67 83 -16
141600: 72 81 -9
141700: 77 83 -6
141800: 95 95 0
141900: 84 92 -8
142000: 88 81 7
142100: 89 80 9
142200: 105 88 17
142300: 78 74 4
142400: 84 84 0
142500: 68 73 -5
142600: 68 73 -5
142700: 90 87 3
142800: 82 90 -8
142900: 67 65 2
143000: 79 73 6
143100: 75 81 -6
143200: 80 77 3
143300: 82 80 2
143400: 86 77 9
143500: 78 80 -2
143600: 76 62 14
143700: 82 81 1
143800: 79 63 16
143900: 75 81 -6
144000: 81 86 -5
144100: 75 74 1
144200: 85 76 9
144300: 85 79 6
144400: 86 91 -5
144500: 85 88 -3
144600: 81 89 -8
144700: 63 72 -9
144800: 78 89 -11
144900: 82 72 10
145000: 77 77 0
145100: 83 92 -9
145200: 85 74 11
145300: 83 89 -6
145400: 94 93 1
145500: 83 80 3
145600: 69 77 -8
145700: 96 97 -1
145800: 84 79 5
145900: 93 99 -6
146000: 83 81 2
146100: 75 76 -1
146200: 84 75 9
146300: 76 67 9
146400: 86 87 -1
146500: 89 90 -1
146600: 65 74 -9
146700: 81 83 -2
146800: 76 63 13
146900: 80 81 -1
147000: 71 81 -10
147100: 59 84 -25
147200: 67 77 -10
147300: 78 80 -2
147400: 72 69 3
147500: 82 97 -15
147600: 70 65 5
147700: 83 84 -1
147800: 77 83 -6
147900: 56 79 -23
148000: 74 73 1
148100: 69 72 -3
148200: 71 79 -8
148300: 75 78 -3
148400: 96 84 12
148500: 70 84 -14
148600: 71 65 6
148700: 77 90 -13
148800: 63 76 -13
148900: 58 65 -7
149000: 96 71 25
149100: 81 78 3
149200: 74 55 19
149300: 71 68 3
149400: 78 76 2
149500: 80 102 -22
149600: 69 61 8
149700: 78 88 -10
149800: 86 89 -3
149900: 75 83 -8
150000: 80 74 6
150100: 78 87 -9
150200: 71 73 -2
150300: 77 71 6
150400: 76 76 0
150500: 72 71 1
150600: 73 78 -5
150700: 62 69 -7
150800: 81 87 -6
150900: 74 77 -3
151000: 92 107 -15
151100: 72 72 0
151200: 71 76 -5
151300: 94 77 17
151400: 77 75 2
151500: 71 77 -6
151600: 57 64 -7
151700: 79 89 -10
151800: 74 89 -15
151900: 84 70 14
152000: 87 87 0
152100: 73 76 -3
152200: 78 71 7
152300: 63 73 -10
152400: 78 77 1
152500: 73 72 1
152600: 63 80 -17
152700: 78 85 -7
152800: 76 63 13
152900: 68 74 -6
153000: 78 76 2
153100: 81 88 -7
153200: 71 83 -12
153300: 70 91 -21
153400: 79 79 0
153500: 69 75 -6
153600: 72 83 -11
153700: 89 75 14
153800: 76 79 -3
153900: 95 99 -4
154000: 83 97 -14
154100: 87 80 7
154200: 94 101 -7
154300: 78 94 -16
154400: 84 97 -13
154500: 85 69 16
154600: 93 78 15
154700: 91 89 2
154800: 67 62 5
154900: 71 82 -11
155000: 77 88 -11
155100: 83 75 8
155200: 79 95 -16
155300: 82 89 -7
155400: 75 73 2
155500: 85 92 -7
155600: 74 72 2
155700: 64 64 0
155800: 81 68 13
155900: 69 71 -2
156000: 84 87 -3
156100: 75 67 8
156200: 87 65 22
156300: 65 71 -6
156400: 88 87 1
156500: 74 81 -7
156600: 77 86 -9
156700: 81 75 6
156800: 72 69 3
156900: 72 75 -3
157000: 70 63 7
157100: 78 79 -1
157200: 62 60 2
157300: 83 83 0
157400: 76 63 13
157500: 80 73 7
157600: 63 82 -19
157700: 87 71 16
157800: 74 73 1
157900: 75 60 15
158000: 77 81 -4
158100: 65 65 0
158200: 78 86 -8
158300: 72 69 3
158400: 70 76 -6
158500: 81 95 -14
158600: 76 70 6
158700: 64 72 -8
158800: 94 75 19
158900: 68 73 -5
159000: 76 81 -5
159100: 71 52 19
159200: 71 68 3
159300: 89 64 25
159400: 67 71 -4
159500: 82 67 15
159600: 64 67 -3
159700: 77 75 2
159800: 83 68 15
159900: 84 79 5
160000: 80 55 25
160100: 85 67 18
160200: 65 52 13
160300: 75 78 -3
160400: 81 67 14
160500: 67 81 -14
160600: 80 77 3
160700: 68 58 10
160800: 78 75 3
160900: 74 74 0
161000: 78 72 6
161100: 77 75 2
161200: 67 79 -12
161300: 68 57 11
161400: 59 46 13
161500: 81 74 7
161600: 70 67 3
161700: 67 63 4
161800: 68 62 6
161900: 80 58 22
162000: 76 72 4
162100: 64 43 21
162200: 67 62 5
162300: 71 55 16
162400: 74 71 3
162500: 76 80 -4
162600: 74 56 18
162700: 75 77 -2
162800: 70 62 8
162900: 76 59 17
163000: 68 84 -16
163100: 82 79 3
163200: 82 78 4
163300: 78 71 7
163400: 87 76 11
163500: 68 69 -1
163600: 60 60 0
163700: 80 76 4
163800: 64 74 -10
163900: 84 67 17
164000: 79 82 -3
164100: 68 72 -4
164200: 64 78 -14
164300: 64 71 -7
164400: 97 81 16
164500: 69 76 -7
164600: 71 75 -4
164700: 88 74 14
164800: 75 68 7
164900: 77 77 0
165000: 75 61 14
165100: 81 88 -7
165200: 75 79 -4
165300: 66 69 -3
165400: 64 49 15
165500: 78 82 -4
165600: 60 73 -13
165700: 70 76 -6
165800: 60 60 0
165900: 67 69 -2
166000: 78 59 19
166100: 80 90 -10
166200: 82 82 0
166300: 73 65 8
166400: 64 67 -3
166500: 79 67 12
166600: 79 72 7
166700: 65 76 -11
166800: 60 59 1
166900: 67 72 -5
167000: 86 84 2
167100: 76 76 0
167200: 87 86 1
167300: 52 60 -8
167400: 87 74 13
167500: 64 77 -13
167600: 77 80 -3
167700: 61 75 -14
167800: 84 72 12
167900: 70 74 -4
168000: 63 59 4
168100: 78 76 2
168200: 68 66 2
168300: 70 61 9
168400: 81 79 2
168500: 91 65 26
168600: 74 79 -5
168700: 59 83 -24
168800: 70 68 2
168900: 91 89 2
169000: 76 70 6
169100: 68 64 4
169200: 71 74 -3
169300: 54 58 -4
169400: 78 76 2
169500: 60 55 5
169600: 70 83 -13
169700: 85 94 -9
169800: 56 82 -26
169900: 78 77 1
170000: 95 95 0
170100: 65 89 -24
170200: 70 83 -13
170300: 79 76 3
170400: 75 74 1
170500: 78 63 15
170600: 95 84 11
170700: 75 79 -4
170800: 60 69 -9
170900: 61 75 -14
171000: 71 76 -5
171100: 86 82 4
171200: 72 73 -1
171300: 78 76 2
171400: 62 65 -3
171500: 83 71 12
171600: 72 65 7
171700: 82 75 7
171800: 73 58 15
171900: 81 79 2
172000: 68 77 -9
172100: 87 79 8
172200: 68 76 -8
172300: 78 73 5
172400: 81 75 6
172500: 74 63 11
172600: 75 73 2
172700: 63 80 -17
172800: 65 64 1
172900: 85 67 18
173000: 88 96 -8
173100: 81 81 0
173200: 65 74 -9
173300: 80 64 16
173400: 68 75 -7
173500: 83 80 3
173600: 89 71 18
173700: 82 79 3
173800: 83 75 8
173900: 85 78 7
174000: 79 76 3
174100: 69 76 -7
174200: 60 69 -9
174300: 75 59 16
174400: 71 65 6
174500: 69 70 -1
174600: 82 72 10
174700: 65 71 -6
174800: 74 69 5
174900: 87 63 24
175000: 74 81 -7
175100: 79 69 10
175200: 83 70 13
175300: 67 63 4
175400: 88 79 9
175500: 77 56 21
175600: 66 65 1
175700: 76 84 -8
175800: 83 73 10
175900: 62 61 1
176000: 60 61 -1
176100: 74 66 8
176200: 66 70 -4
176300: 87 70 17
176400: 70 59 11
176500: 69 71 -2
176600: 76 61 15
176700: 60 53 7
176800: 78 69 9
176900: 72 54 18
177000: 70 62 8
177100: 70 70 0
177200: 82 64 18
177300: 65 70 -5
177400: 64 57 7
177500: 81 71 10
177600: 73 75 -2
177700: 73 66 7
177800: 68 65 3
177900: 82 94 -12
178000: 60 69 -9
178100: 90 83 7
178200: 82 75 7
178300: 69 69 0
178400: 69 74 -5
178500: 62 87 -25
178600: 72 63 9
178700: 72 81 -9
178800: 75 55 20
178900: 72 76 -4
179000: 74 74 0
179100: 88 82 6
179200: 87 64 23
179300: 80 68 12
179400: 47 50 -3
179500: 69 64 5
179600: 63 64 -1
179700: 80 72 8
179800: 60 64 -4
179900: 90 72 18
180000: 77 77 0
180100: 57 73 -16
180200: 72 72 0
180300: 84 66 18
180400: 71 57 14
180500: 76 80 -4
180600: 74 70 4
180700: 68 70 -2
180800: 79 62 17
180900: 85 75 10
181000: 79 84 -5
181100: 75 72 3
181200: 90 88 2
181300: 75 63 12
181400: 74 73 1
181500: 72 76 -4
181600: 72 81 -9
181700: 89 83 6
181800: 66 64 2
181900: 71 77 -6
182000: 70 69 1
182100: 77 75 2
182200: 81 71 10
182300: 81 76 5
182400: 72 83 -11
182500: 83 79 4
182600: 76 69 7
182700: 87 74 13
182800: 84 73 11
182900: 90 72 18
183000: 74 73 1
183100: 92 65 27
183200: 68 74 -6
183300: 76 60 16
183400: 77 72 5
183500: 91 70 21
183600: 79 62 17
183700: 61 68 -7
183800: 87 69 18
183900: 78 65 13
184000: 74 73 1
184100: 73 67 6
184200: 80 65 15
184300: 69 60 9
